-0.007488668	0.017167177	-0.0063441023	0.027440015	-0.019919325	0.031716708	0.048625734	0.0020764582	-0.023743654	-0.037452318	0.010720909	-0.008462213	-0.03541068	0.04729933	0.030166771	-0.04033313
0.036430493	-0.23696603	-0.0642617	-0.26252052	-0.03753547	-0.20661269	-0.42678946	-0.355314	-0.064726636	0.090931565	0.16055916	0.12244511	-0.4052581	-0.10083995	-0.3172998	0.67894226
-0.9693088	0.07005849	-0.85674804	-0.16225976	0.11580604	0.2922592	0.034135085	-0.75890434	0.37694317	-0.14332595	0.25570005	-0.22948503	0.06096768	-0.39938954	-0.5281282	-0.50584763
1.6494018	-0.5065887	1.7624072	-1.2535756	2.2466066	-1.5471842	-1.2324914	-1.0672016	-0.46999314	0.18777885	1.5670019	-0.0003691516	-1.7361329	1.7530048	-1.2346587	2.7451077
-0.20138903	-0.35723427	-0.43662742	-0.47889692	-0.1527403	-0.07330032	0.399708	-0.117975116	0.16014498	-0.038405824	0.09277009	-0.3584023	0.028131846	0.036702126	-0.101496495	0.35801882
-0.3739997	-0.008075247	-0.10252634	-0.35565275	-0.28208306	-0.1313066	-0.8584312	0.031510025	0.5981001	0.35351822	0.14123845	-0.035747662	-0.5169639	-0.26442772	-0.026979368	-0.38646516
0.2974995	-1.0571896	0.6129776	-0.43227056	0.4120399	-0.8861363	0.7115849	-1.0645462	0.15705337	-0.4913991	1.7276355	0.4645134	-1.1528578	2.3425152	1.1785243	1.067848
-0.28329012	-0.13962029	0.24916804	-0.1368884	0.21363111	-0.49092072	-0.23704931	-0.04313314	-0.075930655	0.29889017	0.3790992	-0.49934945	-0.4859809	-0.045939326	-0.12147039	0.020297922
0.27710322	-0.14378624	0.3553541	0.2030139	0.22005486	-0.06954688	0.5947813	-0.10430255	0.9145972	0.0175879	0.66572833	-0.23687612	-0.4219596	0.8289531	0.3301717	-0.39125726
-0.65427035	-0.7547038	-0.20613614	-0.54618144	0.019487252	0.1338608	-0.18520318	-0.04629418	-0.4824635	0.11107149	-1.0265658	0.14693356	0.12725528	0.85742193	-0.1323332	0.0500228
0.5254827	-0.61449224	0.44918156	-1.6088887	-0.52274626	0.4715578	-0.42751896	-0.4597627	0.5274651	0.24014845	0.8818574	-0.78841966	-1.0811887	0.86643726	-1.1426417	-0.20638464
0.2865995	-0.96882164	1.5641562	-0.7126209	-1.2795221	1.5196741	-0.12097752	-0.27291816	0.13591339	0.100447	0.2719332	0.45784393	-0.3284383	0.87156427	-0.28537583	-0.21405399
-0.13653009	-0.2823743	-0.34340015	0.48113918	-0.2260531	0.09698112	-0.6975356	-0.20513782	0.54577667	-0.16400331	-0.38240388	0.66662914	-0.57309824	0.37700453	0.32509014	0.52771413
-0.8635467	-2.2381577	0.55374396	2.8433938	-0.40751398	-1.6631407	-3.8882837	-0.22264078	-0.021988211	0.15922315	3.6307766	-1.4841691	-3.9497418	-0.5421131	-0.84333223	1.0974017
-1.3964695	-1.2131677	0.39363804	0.3721583	-1.7751342	-0.36086288	-1.9624625	0.025703797	0.6446527	-0.0109462505	-0.4620734	0.8627633	-1.0337696	0.6749098	1.3698641	-0.6023362
